motif ic_mean ic_median lib lab_mean lab_median lab
BARHL2_5 0.8495 0.8739 ENCODE 3 3 3
BARHL2_6 0.845 0.5296 ENCODE 3 4 4
BARHL2_7 0.9324 0.838 ENCODE 3 3 3
BARX1_2 0.9261 0.69 ENCODE 3 4 4
BARX1_3 1.1115 1.1634 ENCODE 2 2 2
BSX_2 1.0641 0.9987 ENCODE 3 3 3
BARHL1_2 0.7279 0.6719 ENCODE 4 4 4
BARHL1_3 0.6793 0.3204 ENCODE 4 4 4
BARHL1_4 0.9087 0.7207 ENCODE 3 3 3
ALX1_6 0.7898 0.7734 ENCODE 4 3 4
CDX1_2 1.03 1.1894 ENCODE 3 2 3
CDX2_3 1.1153 1.4921 ENCODE 2 2 2
DLX1_2 0.7241 0.779 ENCODE 4 3 4
DLX2_2 0.7306 0.7318 ENCODE 4 3 4
DLX3_2 0.8791 0.9871 ENCODE 3 3 3
DLX4_2 0.9469 1.0932 ENCODE 3 2 3
DLX5_2 0.9043 1.1898 ENCODE 3 2 3
DLX6_1 1.0409 1.2303 ENCODE 3 2 3
DMBX1_2 0.7255 0.7767 ENCODE 4 3 4
DPRX_1 0.759 0.6432 ENCODE 4 4 4
DPRX_2 0.9263 0.9166 ENCODE 3 3 3
DRGX_1 0.9791 1.0107 ENCODE 3 3 3
DUXA_1 0.9671 0.9422 ENCODE 3 3 3
DLX1_3 0.9938 1.178 ENCODE 3 2 3
DLX2_3 1.1291 1.399 ENCODE 2 2 2
EMX1_1 0.8189 0.7953 ENCODE 4 3 4
EMX1_2 1.0251 1.2523 ENCODE 3 2 3
EMX2_2 1.0283 1.1648 ENCODE 3 2 3
EMX2_3 0.8419 0.9339 ENCODE 4 3 4
EN1_4 0.8315 0.8692 ENCODE 4 3 4
EN1_5 1.1562 1.2135 ENCODE 2 2 2
EN1_6 1.1686 1.3491 ENCODE 2 2 2
EN1_7 0.5831 0.5785 ENCODE 4 4 4
EN2_2 0.9324 1.1592 ENCODE 3 2 3
EN2_3 0.8619 0.8829 ENCODE 3 3 3
ESX1_2 0.7234 0.7391 ENCODE 4 3 4
ESX1_3 0.7315 0.7835 ENCODE 4 3 4
EVX1_2 0.7734 0.5052 ENCODE 4 4 4
EVX2_2 0.7813 0.5254 ENCODE 4 4 4
EN2_4 1.0052 1.1788 ENCODE 3 2 3
GBX1_2 1.0843 1.2816 ENCODE 3 2 3
GBX2_2 1.002 1.2013 ENCODE 3 2 3
GBX2_3 0.9475 0.9285 ENCODE 3 3 3
GBX2_4 0.7072 0.7488 ENCODE 4 3 4
GSC2_1 0.7935 0.6961 ENCODE 4 4 4
GSC_2 0.9643 0.8495 ENCODE 3 3 3
GSX1_1 0.6342 0.4744 ENCODE 4 4 4
GSX2_2 0.6268 0.4222 ENCODE 4 4 4
GBX1_3 0.9041 0.9733 ENCODE 3 3 3
GBX2_5 0.9109 1.0197 ENCODE 3 3 3
HESX1_1 1.0744 1.2394 ENCODE 3 2 3
HESX1_2 1.3151 1.5201 ENCODE 2 1 2
HMBOX1_2 0.9583 1.0984 ENCODE 3 2 3
HMX1_2 0.8345 0.9599 ENCODE 4 3 4
HMX2_2 0.7007 0.6419 ENCODE 4 4 4
HMX3_3 0.636 0.6469 ENCODE 4 4 4
HNF1A_4 1.0587 1.2022 ENCODE 3 2 3
HNF1B_3 1.2494 1.3446 ENCODE 2 2 2
HNF1B_4 1.0888 1.2272 ENCODE 2 2 2
HOXA10_2 0.9242 1.0161 ENCODE 3 3 3
HOXA10_3 0.831 0.8409 ENCODE 4 3 4
HOXA13_2 0.997 1.0017 ENCODE 3 3 3
HOXA13_3 1.1483 1.3021 ENCODE 2 2 2
HOXA13_4 1.1356 1.145 ENCODE 2 2 2
HOXA13_5 1.2794 1.4126 ENCODE 2 2 2
HOXA1_2 0.8542 0.8974 ENCODE 3 3 3
HOXA2_2 0.7932 0.5907 ENCODE 4 4 4
HOXB13_2 1.2254 1.2387 ENCODE 2 2 2
HOXB13_3 1.2371 1.3314 ENCODE 2 2 2
HOXB2_1 0.7281 0.5057 ENCODE 4 4 4
HOXB3_2 0.7684 0.4898 ENCODE 4 4 4
HOXB5_2 0.68 0.632 ENCODE 4 4 4
HOXC10_2 0.9293 0.7419 ENCODE 3 3 3
HOXC10_3 0.8875 0.8837 ENCODE 3 3 3
HOXC10_4 1.1056 1.1836 ENCODE 2 2 2
HOXC11_2 0.9907 1.0106 ENCODE 3 3 3
HOXC11_3 0.7509 0.7138 ENCODE 4 3 4
HOXC11_4 1.1498 1.303 ENCODE 2 2 2
HOXC11_5 0.8268 0.7624 ENCODE 4 3 4
HOXC12_2 1.2283 1.2834 ENCODE 2 2 2
HOXC12_3 1.3094 1.5042 ENCODE 2 2 2
HOXC13_2 1.1979 1.2098 ENCODE 2 2 2
HOXC13_3 1.29 1.4595 ENCODE 2 2 2
HOXD11_2 1.237 1.2432 ENCODE 2 2 2
HOXD11_3 0.7593 0.7041 ENCODE 4 3 4
HOXD12_2 1.206 1.328 ENCODE 2 2 2
HOXD12_3 1.2897 1.4251 ENCODE 2 2 2
HOXD13_2 1.2209 1.2098 ENCODE 2 2 2
HOXD13_3 1.333 1.4503 ENCODE 1 2 2
HOXD8_2 0.552 0.4993 ENCODE 4 4 4
HOXA11_2 0.9536 1.0285 ENCODE 3 3 3
HOXA11_3 0.7798 0.7893 ENCODE 4 3 4
HOXA2_3 0.8225 0.6792 ENCODE 4 4 4
HOXC10_5 1.2023 1.1065 ENCODE 2 2 2
HOXC10_6 1.0996 0.9581 ENCODE 2 3 3
HOXD13_4 1.1297 1.0456 ENCODE 2 3 3
HOXD13_5 0.993 0.9745 ENCODE 3 3 3
HOXD3_2 0.6204 0.6189 ENCODE 4 4 4
HOXD9_1 0.8986 0.8779 ENCODE 3 3 3
HOXD9_2 0.9118 0.8101 ENCODE 3 3 3
HOXD9_3 0.9439 0.838 ENCODE 3 3 3
IRX2_2 0.7785 0.7423 ENCODE 4 3 4
IRX5_2 0.6552 0.6335 ENCODE 4 4 4
ISL2_2 0.9464 1.0906 ENCODE 3 2 3
ISX_2 1.3055 1.5421 ENCODE 2 1 2
ISX_3 1.2144 1.542 ENCODE 2 1 2
ISX_4 1.3238 1.7872 ENCODE 2 1 2
IRX3_3 1.1548 1.0745 ENCODE 2 3 3
LBX2_2 0.6347 0.6529 ENCODE 4 4 4
LBX2_3 0.7361 0.8043 ENCODE 4 3 4
LHX2_2 1.0311 1.2218 ENCODE 3 2 3
LHX2_3 1.1139 1.1299 ENCODE 2 2 2
LHX6_3 1.0963 1.3397 ENCODE 2 2 2
LHX6_4 1.3308 1.3867 ENCODE 1 2 2
LHX6_5 1.5174 1.6078 ENCODE 1 1 1
LHX9_2 0.9801 0.8271 ENCODE 3 3 3
LHX9_3 1.254 1.4797 ENCODE 2 2 2
LMX1A_2 0.985 0.9911 ENCODE 3 3 3
LMX1B_2 0.8404 0.7694 ENCODE 4 3 4
LMX1B_3 1.0022 1.1677 ENCODE 3 2 3
LHX4_2 1.041 1.0871 ENCODE 3 3 3
LHX8_2 0.7358 0.6799 ENCODE 4 4 4
LHX8_3 1.1051 1.098 ENCODE 2 2 2
LHX8_4 1.5327 1.6203 ENCODE 1 1 1
MEOX1_2 0.9622 1.0712 ENCODE 3 3 3
MEOX2_1 0.7343 0.6477 ENCODE 4 4 4
MEOX2_2 0.955 1.0006 ENCODE 3 3 3
MEOX2_3 1.293 1.3184 ENCODE 2 2 2
MIXL1_1 0.7185 0.7008 ENCODE 4 3 4
MNX1_2 0.8729 0.8914 ENCODE 3 3 3
MSX1_3 0.9287 0.9718 ENCODE 3 3 3
MSX1_4 1.2271 1.5557 ENCODE 2 1 2
MSX1_5 1.0826 1.2405 ENCODE 3 2 3
MSX2_3 1.096 1.2358 ENCODE 2 2 2
MSX2_4 1.2449 1.4743 ENCODE 2 2 2
MEOX2_4 0.971 1.0873 ENCODE 3 3 3
MSX2_5 0.9939 1.1137 ENCODE 3 2 3
MSX2_6 1.233 1.6235 ENCODE 2 1 2
NKX2-3_2 1.051 1.0936 ENCODE 3 2 3
NKX2-3_3 1.0899 1.0748 ENCODE 2 3 3
NKX2-8_2 0.9379 1.0352 ENCODE 3 3 3
NKX2-8_3 1.0037 1.1371 ENCODE 3 2 3
NKX3-1_5 1.1332 1.4465 ENCODE 2 2 2
NKX3-2_3 1.1342 1.5439 ENCODE 2 1 2
NKX6-1_4 1.2373 1.4388 ENCODE 2 2 2
NKX6-1_5 1.1479 1.3036 ENCODE 2 2 2
NKX6-2_2 0.982 0.8501 ENCODE 3 3 3
NKX6-2_3 0.8892 0.7575 ENCODE 3 3 3
NOTO_1 0.9584 0.9042 ENCODE 3 3 3
NKX3-1_6 1.2516 1.6575 ENCODE 2 1 2
NKX6-1_6 0.927 0.8796 ENCODE 3 3 3
OTX1_2 1.0855 1.3404 ENCODE 2 2 2
OTX1_3 1.1797 1.4731 ENCODE 2 2 2
OTX2_2 1.1028 1.4238 ENCODE 2 2 2
OTX2_3 1.1793 1.4451 ENCODE 2 2 2
OTX1_4 1.1069 1.3477 ENCODE 2 2 2
OTX1_5 1.0145 1.2218 ENCODE 3 2 3
PDX1_5 0.8167 0.7518 ENCODE 4 3 4
PDX1_6 1.2389 1.4093 ENCODE 2 2 2
PHOX2A_2 1.097 1.0364 ENCODE 2 3 3
PHOX2B_2 1.0624 1.0063 ENCODE 3 3 3
PHOX2B_3 1.1838 1.2171 ENCODE 2 2 2
PITX1_2 1.0343 1.1411 ENCODE 3 2 3
PITX1_3 1.0362 1.2295 ENCODE 3 2 3
PITX3_2 0.997 1.0813 ENCODE 3 3 3
PROP1_2 1.3747 1.4618 ENCODE 1 2 2
PROP1_3 0.9417 1.0065 ENCODE 3 3 3
PRRX1_2 1.0283 1.1789 ENCODE 3 2 3
PRRX1_3 0.9535 1.0929 ENCODE 3 2 3
PRRX1_4 1.0182 0.9735 ENCODE 3 3 3
PRRX2_4 0.8492 0.8727 ENCODE 3 3 3
PRRX2_5 1.1146 1.3207 ENCODE 2 2 2
RAX2_1 0.8891 0.9889 ENCODE 3 3 3
RAX_2 0.954 1.0595 ENCODE 3 3 3
RHOXF1_3 0.8743 0.723 ENCODE 3 3 3
RHOXF1_4 1.0227 1.0846 ENCODE 3 3 3
RHOXF1_5 0.989 0.892 ENCODE 3 3 3
RHOXF1_6 1.0036 1.0185 ENCODE 3 3 3
RHOXF1_7 0.9038 0.5548 ENCODE 3 4 4
SHOX2_2 1.1125 1.4021 ENCODE 2 2 2
SHOX_1 1.1266 1.3533 ENCODE 2 2 2
SHOX2_3 1.1561 1.3986 ENCODE 2 2 2
UNCX_2 0.6498 0.519 ENCODE 4 4 4
UNCX_3 0.8805 0.9701 ENCODE 3 3 3
UNCX_4 0.9205 0.8944 ENCODE 3 3 3
UNCX_5 0.9852 0.8971 ENCODE 3 3 3
VAX1_2 0.8614 0.8946 ENCODE 3 3 3
VAX2_2 0.9158 0.975 ENCODE 3 3 3
VENTX_1 1.2273 1.2818 ENCODE 2 2 2
VENTX_2 1.3365 1.4039 ENCODE 1 2 2
VSX1_2 1.0098 0.9508 ENCODE 3 3 3
VSX1_3 0.5571 0.4863 ENCODE 4 4 4
VSX2_2 1.1474 1.185 ENCODE 2 2 2
VSX1_4 0.8901 1.0238 ENCODE 3 3 3
AR_7 1.0217 0.9645 ENCODE 3 3 3
AR_8 1.0979 1.0318 ENCODE 2 3 3
AR_9 0.944 0.7614 ENCODE 3 3 3
ESR1_4 1.3259 1.7062 ENCODE 2 1 2
ESRRA_3 1.239 1.5452 ENCODE 2 1 2
ESRRA_4 1.3694 1.4657 ENCODE 1 2 2
ESRRA_5 1.1792 1.3186 ENCODE 2 2 2
ESRRB_2 1.4852 1.8713 ENCODE 1 1 1
ESRRG_1 1.2379 1.2907 ENCODE 2 2 2
ESRRG_2 1.4408 1.4389 ENCODE 1 2 2
ESRRG_3 1.3141 1.4939 ENCODE 2 2 2
ESRRA_6 1.4705 1.4627 ENCODE 1 2 2
ESRRA_7 1.6149 1.6796 ENCODE 1 1 1
HNF4A_9 1.269 1.5212 ENCODE 2 1 2
HNF4A_10 1.2508 1.3774 ENCODE 2 2 2
HNF4A_11 1.3267 1.7632 ENCODE 1 1 1
HNF4A_12 1.5545 1.8649 ENCODE 1 1 1
HNF4A_13 1.3157 1.5895 ENCODE 2 1 2
HNF4A_14 1.3915 1.7674 ENCODE 1 1 1
HNF4A_15 1.3542 1.5329 ENCODE 1 1 1
NR2C2_1 1.2335 1.2331 ENCODE 2 2 2
NR2E1_1 1.2638 1.4707 ENCODE 2 2 2
NR2E1_2 0.9914 1.1004 ENCODE 3 2 3
NR2F1_2 1.4187 1.6181 ENCODE 1 1 1
NR2F1_3 1.2684 1.5435 ENCODE 2 1 2
NR2F1_4 1.3541 1.7719 ENCODE 1 1 1
NR2F6_1 1.5908 1.827 ENCODE 1 1 1
NR2F6_2 1.6436 1.7926 ENCODE 1 1 1
NR2F6_3 1.2982 1.3587 ENCODE 2 2 2
NR3C1_7 1.1283 0.9114 ENCODE 2 3 3
NR3C2_1 1.1168 0.931 ENCODE 2 3 3
NR4A2_2 1.1723 1.454 ENCODE 2 2 2
NR4A2_3 1.6512 1.6949 ENCODE 1 1 1
NR4A2_4 1.3422 1.6071 ENCODE 1 1 1
NR2E1_3 1.2498 1.5401 ENCODE 2 1 2
NR2E1_4 1.1657 1.3505 ENCODE 2 2 2
NR2F6_4 1.6695 1.8598 ENCODE 1 1 1
NR2F6_5 1.6528 1.8309 ENCODE 1 1 1
RARA_2 1.2399 1.499 ENCODE 2 2 2
RARA_3 1.5631 1.7852 ENCODE 1 1 1
RARA_4 1.3393 1.7688 ENCODE 1 1 1
RARA_5 1.5557 1.5426 ENCODE 1 1 1
RARA_6 1.3095 1.7955 ENCODE 2 1 2
RARA_7 1.3809 1.812 ENCODE 1 1 1
RARG_1 1.4377 1.6943 ENCODE 1 1 1
RARG_2 1.2729 1.6181 ENCODE 2 1 2
RARG_3 1.2804 1.6829 ENCODE 2 1 2
RARG_4 1.6822 1.8174 ENCODE 1 1 1
RARG_5 1.3115 1.5319 ENCODE 2 1 2
RARG_6 0.9422 1.0845 ENCODE 3 3 3
RORA_6 1.3007 1.8393 ENCODE 2 1 2
RORA_7 1.5159 1.768 ENCODE 1 1 1
RXRA_6 1.5809 1.6395 ENCODE 1 1 1
RXRA_7 1.2773 1.4488 ENCODE 2 2 2
RXRA_8 1.6177 1.7348 ENCODE 1 1 1
RXRA_9 1.3074 1.4566 ENCODE 2 2 2
RXRB_1 1.6507 1.7364 ENCODE 1 1 1
RXRG_1 1.5951 1.6766 ENCODE 1 1 1
RXRG_2 1.5504 1.7197 ENCODE 1 1 1
RXRG_3 1.8128 1.9389 ENCODE 1 1 1
RARA_8 1.3437 1.7078 ENCODE 1 1 1
RARA_9 1.3566 1.4819 ENCODE 1 2 2
RARA_10 1.692 1.85 ENCODE 1 1 1
RARB_1 1.6494 1.8764 ENCODE 1 1 1
RARB_2 1.3477 1.5983 ENCODE 1 1 1
RARB_3 1.4586 1.7515 ENCODE 1 1 1
RARG_7 1.5451 1.8125 ENCODE 1 1 1
RARG_8 1.4544 1.7288 ENCODE 1 1 1
RARG_9 1.5012 1.7828 ENCODE 1 1 1
RXRA_10 1.451 1.4873 ENCODE 1 2 2
RXRA_11 1.6528 1.8101 ENCODE 1 1 1
RXRB_2 1.6809 1.7436 ENCODE 1 1 1
THRA_1 1.292 1.4502 ENCODE 2 2 2
THRB_1 1.2445 1.3149 ENCODE 2 2 2
THRB_2 1.2312 1.3934 ENCODE 2 2 2
THRB_3 1.1407 1.235 ENCODE 2 2 2
VDR_5 1.3429 1.4789 ENCODE 1 2 2
VDR_6 1.3324 1.3691 ENCODE 1 2 2
TP63_1 1.3519 1.5512 ENCODE 1 1 1
TP53_5 1.0224 0.9765 ENCODE 3 3 3
TP53_6 1.19 1.388 ENCODE 2 2 2
TP53_7 1.1478 1.07 ENCODE 2 3 3
TP73_1 0.9732 0.8406 ENCODE 3 3 3
GMEB2_4 1.2357 1.241 ENCODE 2 2 2
PITX1_4 1.0731 1.2229 ENCODE 3 2 3
EGR1_7 1.1414 1.1696 ENCODE 2 2 2
MTF1_3 1.4576 1.5668 ENCODE 1 1 1
PRDM4_1 1.8388 1.9761 ENCODE 1 1 1
ZBTB49_1 1.3179 1.5286 ENCODE 2 1 2
ZNF232_1 1.3203 1.4381 ENCODE 2 2 2
ZNF282_1 1.2335 1.1901 ENCODE 2 2 2
ZSCAN16_1 1.5171 1.7205 ENCODE 1 1 1
ZNF713_1 1.6658 1.9169 ENCODE 1 1 1
CPEB1_1 1.3518 1.641 ENCODE 1 1 1
E2F1_21 1.1657 1.1326 ENCODE 2 2 2
E2F1_22 1.0873 0.9233 ENCODE 2 3 3
E2F2_4 1.4852 1.6022 ENCODE 1 1 1
E2F4_3 1.7653 1.9248 ENCODE 1 1 1
E2F4_4 1.8541 1.954 ENCODE 1 1 1
E2F8_1 1.7475 1.7992 ENCODE 1 1 1
SOX10_3 1.8005 1.985 ENCODE 1 1 1
SOX10_4 1.8553 2 ENCODE 1 1 1
SOX10_5 1.8521 2 ENCODE 1 1 1
SOX10_6 1.8803 1.9791 ENCODE 1 1 1
SOX10_7 1.8416 2 ENCODE 1 1 1
SOX14_2 1.6289 1.9314 ENCODE 1 1 1
SOX14_3 1.4146 1.8307 ENCODE 1 1 1
SOX14_4 1.4056 1.6881 ENCODE 1 1 1
SOX15_2 1.7816 1.9527 ENCODE 1 1 1
SOX15_3 1.77 2 ENCODE 1 1 1
SOX15_4 1.8269 2 ENCODE 1 1 1
SOX18_2 1.6448 1.903 ENCODE 1 1 1
SOX18_3 1.626 1.8253 ENCODE 1 1 1
SOX18_4 1.6935 1.8394 ENCODE 1 1 1
SOX21_2 1.5577 1.8979 ENCODE 1 1 1
SOX21_3 1.4028 1.7848 ENCODE 1 1 1
SOX21_4 1.4347 1.8205 ENCODE 1 1 1
SOX21_5 1.5763 1.9192 ENCODE 1 1 1
SOX2_2 1.4252 1.7764 ENCODE 1 1 1
SOX2_3 1.4255 1.9317 ENCODE 1 1 1
SOX2_4 1.3272 1.5706 ENCODE 1 1 1
SOX2_5 1.4761 1.8721 ENCODE 1 1 1
SOX2_6 1.4522 1.7355 ENCODE 1 1 1
SOX2_7 1.4243 1.8473 ENCODE 1 1 1
SOX4_2 1.7479 1.9594 ENCODE 1 1 1
SOX7_2 1.4744 1.9158 ENCODE 1 1 1
SOX7_3 1.4733 1.947 ENCODE 1 1 1
SOX7_4 1.4259 1.7364 ENCODE 1 1 1
SOX8_2 1.8003 1.9687 ENCODE 1 1 1
SOX8_3 1.6405 1.9443 ENCODE 1 1 1
SOX8_4 1.5728 1.9061 ENCODE 1 1 1
SOX8_5 1.5661 1.9451 ENCODE 1 1 1
SOX8_6 1.7844 1.9548 ENCODE 1 1 1
SOX8_7 1.8361 2 ENCODE 1 1 1
SOX8_8 1.6809 2 ENCODE 1 1 1
SOX8_9 1.6866 2 ENCODE 1 1 1
SOX9_4 1.8404 2 ENCODE 1 1 1
SOX9_5 1.8049 2 ENCODE 1 1 1
SOX9_6 1.8093 1.9656 ENCODE 1 1 1
SOX9_7 1.5991 1.9762 ENCODE 1 1 1
SOX9_8 1.5649 1.982 ENCODE 1 1 1
SOX9_9 1.5749 1.9722 ENCODE 1 1 1
SRY_5 1.7021 1.8885 ENCODE 1 1 1
SRY_6 1.4823 1.9063 ENCODE 1 1 1
SRY_7 1.7396 1.9675 ENCODE 1 1 1
SRY_8 1.6891 1.926 ENCODE 1 1 1
SOX10_8 1.7875 1.9882 ENCODE 1 1 1
SOX10_9 1.896 1.9956 ENCODE 1 1 1
SOX10_10 1.8593 2 ENCODE 1 1 1
SOX11_2 1.8153 2 ENCODE 1 1 1
SOX17_4 1.5868 1.8872 ENCODE 1 1 1
SOX17_5 1.5109 1.6665 ENCODE 1 1 1
SOX1_2 1.3951 1.546 ENCODE 1 1 1
SOX1_3 1.4358 1.8077 ENCODE 1 1 1
SOX1_4 1.5512 1.8125 ENCODE 1 1 1
SOX1_5 1.3938 1.7933 ENCODE 1 1 1
SOX3_1 1.4784 1.887 ENCODE 1 1 1
SOX3_2 1.3878 1.6567 ENCODE 1 1 1
SOX3_3 1.4415 1.9664 ENCODE 1 1 1
TBX20_5 1.378 1.4926 ENCODE 1 2 2
MSC_1 1.4856 1.522 ENCODE 1 1 1
TFEC_1 1.0541 0.941 ENCODE 3 3 3
CREB3L1_4 1.4864 1.732 ENCODE 1 1 1
NR2F1_5 1.0264 0.8188 ENCODE 3 3 3
RARB_4 1.7337 2 ENCODE 1 1 1
